FIPS,abbr,full,pop_est_2015
42113,PA,Sullivan County,"6,328"
42115,PA,Susquehanna County,"41,666"
42117,PA,Tioga County,"41,877"
42119,PA,Union County,"44,954"
42121,PA,Venango County,"53,119"
42123,PA,Warren County,"40,396"
42125,PA,Washington County,"208,261"
42127,PA,Wayne County,"51,198"
42129,PA,Westmoreland County,"357,956"
42131,PA,Wyoming County,"27,800"
42133,PA,York County,"442,867"
44001,RI,Bristol County,"49,084"
44003,RI,Kent County,"164,801"
44005,RI,Newport County,"82,423"
44007,RI,Providence County,"633,473"
44009,RI,Washington County,"126,517"
45001,SC,Abbeville County,"24,932"
45003,SC,Aiken County,"165,829"
45005,SC,Allendale County,"9,433"
45007,SC,Anderson County,"194,692"
45009,SC,Bamberg County,"14,880"
45011,SC,Barnwell County,"21,725"
45013,SC,Beaufort County,"179,589"
45015,SC,Berkeley County,"202,786"
45017,SC,Calhoun County,"14,781"
45019,SC,Charleston County,"389,262"
45021,SC,Cherokee County,"56,194"
45023,SC,Chester County,"32,267"
45025,SC,Chesterfield County,"46,017"
45027,SC,Clarendon County,"33,775"
45029,SC,Colleton County,"37,731"
45031,SC,Darlington County,"67,548"
45033,SC,Dillon County,"31,234"
45035,SC,Dorchester County,"152,478"
45037,SC,Edgefield County,"26,514"
45039,SC,Fairfield County,"22,747"
45041,SC,Florence County,"138,900"
45043,SC,Georgetown County,"61,298"
45045,SC,Greenville County,"491,863"
45047,SC,Greenwood County,"69,838"
45049,SC,Hampton County,"20,049"
45051,SC,Horry County,"309,199"
45053,SC,Jasper County,"27,824"
45055,SC,Kershaw County,"63,603"
45057,SC,Lancaster County,"85,842"
45059,SC,Laurens County,"66,623"
45061,SC,Lee County,"17,896"
45063,SC,Lexington County,"281,833"
45065,SC,McCormick County,"9,706"
45067,SC,Marion County,"31,747"
45069,SC,Marlboro County,"27,494"
45071,SC,Newberry County,"38,012"
45073,SC,Oconee County,"75,713"
45075,SC,Orangeburg County,"89,208"
45077,SC,Pickens County,"121,691"
45079,SC,Richland County,"407,051"
45081,SC,Saluda County,"20,053"
45083,SC,Spartanburg County,"297,302"
45085,SC,Sumter County,"107,480"
45087,SC,Union County,"27,777"
45089,SC,Williamsburg County,"32,535"
45091,SC,York County,"251,195"
46003,SD,Aurora County,"2,733"
46005,SD,Beadle County,"18,372"
46007,SD,Bennett County,"3,423"
46009,SD,Bon Homme County,"6,985"
46011,SD,Brookings County,"33,897"
46013,SD,Brown County,"38,785"
46015,SD,Brule County,"5,281"
46017,SD,Buffalo County,"2,095"
46019,SD,Butte County,"10,283"
46021,SD,Campbell County,"1,397"
46023,SD,Charles Mix County,"9,383"
46025,SD,Clark County,"3,659"
46027,SD,Clay County,"13,964"
46029,SD,Codington County,"27,939"
46031,SD,Corson County,"4,197"
46033,SD,Custer County,"8,446"
46035,SD,Davison County,"19,858"
46037,SD,Day County,"5,539"
46039,SD,Deuel County,"4,333"
46041,SD,Dewey County,"5,685"
46043,SD,Douglas County,"2,977"
46045,SD,Edmunds County,"3,999"
46047,SD,Fall River County,"6,867"
46049,SD,Faulk County,"2,337"
46051,SD,Grant County,"7,142"
46053,SD,Gregory County,"4,201"
46055,SD,Haakon County,"1,861"
46057,SD,Hamlin County,"6,047"
46059,SD,Hand County,"3,348"
46061,SD,Hanson County,"3,385"
46063,SD,Harding County,"1,267"
46065,SD,Hughes County,"17,555"
46067,SD,Hutchinson County,"7,301"
46069,SD,Hyde County,"1,397"
46071,SD,Jackson County,"3,321"
46073,SD,Jerauld County,"1,997"
46075,SD,Jones County,924
46077,SD,Kingsbury County,"4,990"
46079,SD,Lake County,"12,622"
46081,SD,Lawrence County,"24,827"
46083,SD,Lincoln County,"52,849"
46085,SD,Lyman County,"3,876"
46087,SD,McCook County,"5,599"
46089,SD,McPherson County,"2,415"
46091,SD,Marshall County,"4,769"
46093,SD,Meade County,"26,986"
46095,SD,Mellette County,"2,050"
46097,SD,Miner County,"2,236"
46099,SD,Minnehaha County,"185,197"
46101,SD,Moody County,"6,430"
46102,SD,Oglala Lakota County,"14,373"
46103,SD,Pennington County,"108,702"
46105,SD,Perkins County,"3,019"
46107,SD,Potter County,"2,320"
46109,SD,Roberts County,"10,311"
46111,SD,Sanborn County,"2,355"
46115,SD,Spink County,"6,524"
46117,SD,Stanley County,"2,954"
46119,SD,Sully County,"1,426"
46121,SD,Todd County,"9,959"
46123,SD,Tripp County,"5,434"
46125,SD,Turner County,"8,209"
46127,SD,Union County,"14,909"
46129,SD,Walworth County,"5,443"
46135,SD,Yankton County,"22,702"
46137,SD,Ziebach County,"2,803"
47001,TN,Anderson County,"75,749"
47003,TN,Bedford County,"47,183"
47005,TN,Benton County,"16,129"
47007,TN,Bledsoe County,"14,502"
47009,TN,Blount County,"127,253"
47011,TN,Bradley County,"104,091"
47013,TN,Campbell County,"39,752"
47015,TN,Cannon County,"13,840"
47017,TN,Carroll County,"27,910"
47019,TN,Carter County,"56,486"
47021,TN,Cheatham County,"39,741"
47023,TN,Chester County,"17,471"
47025,TN,Claiborne County,"31,709"
47027,TN,Clay County,"7,771"
47029,TN,Cocke County,"35,162"
47031,TN,Coffee County,"54,277"
47033,TN,Crockett County,"14,601"
47035,TN,Cumberland County,"58,229"
47037,TN,Davidson County,"678,889"
47039,TN,Decatur County,"11,660"
47041,TN,DeKalb County,"19,182"
47043,TN,Dickson County,"51,487"
47045,TN,Dyer County,"37,893"
47047,TN,Fayette County,"39,165"
47049,TN,Fentress County,"17,917"
47051,TN,Franklin County,"41,449"
47053,TN,Gibson County,"49,399"
47055,TN,Giles County,"28,946"
47057,TN,Grainger County,"22,846"
47059,TN,Greene County,"68,580"
47061,TN,Grundy County,"13,441"
47063,TN,Hamblen County,"63,402"
47065,TN,Hamilton County,"354,098"
47067,TN,Hancock County,"6,572"
47069,TN,Hardeman County,"25,707"
47071,TN,Hardin County,"25,756"
47073,TN,Hawkins County,"56,471"
47075,TN,Haywood County,"18,023"
47077,TN,Henderson County,"28,015"
47079,TN,Henry County,"32,147"
47081,TN,Hickman County,"24,363"
47083,TN,Houston County,"8,149"
47085,TN,Humphreys County,"18,135"
47087,TN,Jackson County,"11,509"
47089,TN,Jefferson County,"53,240"
47091,TN,Johnson County,"17,830"
47093,TN,Knox County,"451,324"
47095,TN,Lake County,"7,576"
47097,TN,Lauderdale County,"26,936"
47099,TN,Lawrence County,"42,564"
47101,TN,Lewis County,"11,854"
47103,TN,Lincoln County,"33,743"
47105,TN,Loudon County,"51,130"
47107,TN,McMinn County,"52,639"
47109,TN,McNairy County,"26,066"
47111,TN,Macon County,"23,177"
47113,TN,Madison County,"97,610"
47115,TN,Marion County,"28,487"
47117,TN,Marshall County,"31,552"
47119,TN,Maury County,"87,757"
47121,TN,Meigs County,"11,830"
47123,TN,Monroe County,"45,771"
47125,TN,Montgomery County,"193,479"
47127,TN,Moore County,"6,322"
47129,TN,Morgan County,"21,498"
47131,TN,Obion County,"30,639"
47133,TN,Overton County,"22,129"
47135,TN,Perry County,"7,929"
47137,TN,Pickett County,"5,146"
47139,TN,Polk County,"16,773"
47141,TN,Putnam County,"74,553"
47143,TN,Rhea County,"32,526"
47145,TN,Roane County,"52,753"
47147,TN,Robertson County,"68,570"
47149,TN,Rutherford County,"298,612"
47151,TN,Scott County,"21,950"
47153,TN,Sequatchie County,"14,811"
47155,TN,Sevier County,"95,946"
47157,TN,Shelby County,"938,069"
47159,TN,Smith County,"19,295"
47161,TN,Stewart County,"13,259"
47163,TN,Sullivan County,"156,791"
47165,TN,Sumner County,"175,989"
47167,TN,Tipton County,"61,870"
47169,TN,Trousdale County,"8,042"
47171,TN,Unicoi County,"17,860"
47173,TN,Union County,"19,119"
47175,TN,Van Buren County,"5,677"
47177,TN,Warren County,"40,435"
47179,TN,Washington County,"126,302"
47181,TN,Wayne County,"16,748"
47183,TN,Weakley County,"33,960"
47185,TN,White County,"26,521"
47187,TN,Williamson County,"211,672"
47189,TN,Wilson County,"128,911"
48001,TX,Anderson County,"57,580"
48003,TX,Andrews County,"18,105"
48005,TX,Angelina County,"88,255"
48007,TX,Aransas County,"25,350"
48009,TX,Archer County,"8,715"
48011,TX,Armstrong County,"1,947"
48013,TX,Atascosa County,"48,435"
48015,TX,Austin County,"29,563"
48017,TX,Bailey County,"7,210"
48019,TX,Bandera County,"21,269"
48021,TX,Bastrop County,"80,527"
48023,TX,Baylor County,"3,618"
48025,TX,Bee County,"32,874"
48027,TX,Bell County,"334,941"
48029,TX,Bexar County,"1,897,753"
48031,TX,Blanco County,"11,004"
48033,TX,Borden County,648
48035,TX,Bosque County,"17,891"
48037,TX,Bowie County,"93,389"
48039,TX,Brazoria County,"346,312"
48041,TX,Brazos County,"215,037"
48043,TX,Brewster County,"9,145"
48045,TX,Briscoe County,"1,505"
48047,TX,Brooks County,"7,230"
48049,TX,Brown County,"37,896"
48051,TX,Burleson County,"17,460"
48053,TX,Burnet County,"45,463"
48055,TX,Caldwell County,"40,522"
48057,TX,Calhoun County,"21,895"
48059,TX,Callahan County,"13,557"
48061,TX,Cameron County,"422,156"
48063,TX,Camp County,"12,682"
48065,TX,Carson County,"5,969"
48067,TX,Cass County,"30,313"
48069,TX,Castro County,"7,656"
48071,TX,Chambers County,"38,863"
48073,TX,Cherokee County,"51,542"
48075,TX,Childress County,"7,088"
48077,TX,Clay County,"10,360"
48079,TX,Cochran County,"2,953"
48081,TX,Coke County,"3,238"
48083,TX,Coleman County,"8,338"
48085,TX,Collin County,"914,127"
48087,TX,Collingsworth County,"3,044"
48089,TX,Colorado County,"20,870"
48091,TX,Comal County,"129,048"
48093,TX,Comanche County,"13,430"
48095,TX,Concho County,"4,081"
48097,TX,Cooke County,"39,229"
48099,TX,Coryell County,"75,503"
48101,TX,Cottle County,"1,426"
48103,TX,Crane County,"5,048"
48105,TX,Crockett County,"3,710"
48107,TX,Crosby County,"5,977"
48109,TX,Culberson County,"2,236"
48111,TX,Dallam County,"7,121"
48113,TX,Dallas County,"2,553,385"
48115,TX,Dawson County,"13,520"
48117,TX,Deaf Smith County,"18,952"
48119,TX,Delta County,"5,217"
48121,TX,Denton County,"780,612"
48123,TX,DeWitt County,"20,797"
48125,TX,Dickens County,"2,206"
48127,TX,Dimmit County,"10,980"
48129,TX,Donley County,"3,499"
48131,TX,Duval County,"11,388"
48133,TX,Eastland County,"18,171"
48135,TX,Ector County,"159,436"
48137,TX,Edwards County,"1,894"
48139,TX,Ellis County,"163,632"
48141,TX,El Paso County,"835,593"
48143,TX,Erath County,"41,122"
48145,TX,Falls County,"17,142"
48147,TX,Fannin County,"33,693"
48149,TX,Fayette County,"25,110"
48151,TX,Fisher County,"3,827"
48153,TX,Floyd County,"5,901"
48155,TX,Foard County,"1,220"
48157,TX,Fort Bend County,"716,087"
48159,TX,Franklin County,"10,651"
48161,TX,Freestone County,"19,691"
48163,TX,Frio County,"18,793"
48165,TX,Gaines County,"20,051"
48167,TX,Galveston County,"322,225"
48169,TX,Garza County,"6,415"
48171,TX,Gillespie County,"25,963"
48173,TX,Glasscock County,"1,315"
48175,TX,Goliad County,"7,531"
48177,TX,Gonzales County,"20,573"
48179,TX,Gray County,"23,210"
48181,TX,Grayson County,"125,467"
48183,TX,Gregg County,"124,108"
48185,TX,Grimes County,"27,512"
48187,TX,Guadalupe County,"151,249"
48189,TX,Hale County,"34,360"
48191,TX,Hall County,"3,138"
48193,TX,Hamilton County,"8,159"
48195,TX,Hansford County,"5,610"
48197,TX,Hardeman County,"3,840"
48199,TX,Hardin County,"55,865"
48201,TX,Harris County,"4,538,028"
48203,TX,Harrison County,"66,746"
48205,TX,Hartley County,"6,193"
48207,TX,Haskell County,"5,737"
48209,TX,Hays County,"194,739"
48211,TX,Hemphill County,"4,264"
48213,TX,Henderson County,"79,545"
48215,TX,Hidalgo County,"842,304"
48217,TX,Hill County,"34,855"
48219,TX,Hockley County,"23,433"
48221,TX,Hood County,"55,423"
48223,TX,Hopkins County,"36,223"
48225,TX,Houston County,"22,785"
48227,TX,Howard County,"37,206"
48229,TX,Hudspeth County,"3,379"
48231,TX,Hunt County,"89,844"
48233,TX,Hutchinson County,"21,734"
48235,TX,Irion County,"1,554"
48237,TX,Jack County,"8,878"
48239,TX,Jackson County,"14,816"
48241,TX,Jasper County,"35,506"
48243,TX,Jeff Davis County,"2,156"
48245,TX,Jefferson County,"254,308"
48247,TX,Jim Hogg County,"5,200"
48249,TX,Jim Wells County,"41,382"
48251,TX,Johnson County,"159,990"
48253,TX,Jones County,"19,970"
48255,TX,Karnes County,"14,975"
48257,TX,Kaufman County,"114,690"
48259,TX,Kendall County,"40,384"
48261,TX,Kenedy County,407
48263,TX,Kent County,764
48265,TX,Kerr County,"50,955"
48267,TX,Kimble County,"4,388"
48269,TX,King County,282
48271,TX,Kinney County,"3,549"
48273,TX,Kleberg County,"31,857"
48275,TX,Knox County,"3,860"
48277,TX,Lamar County,"49,440"
48279,TX,Lamb County,"13,385"
48281,TX,Lampasas County,"20,588"
48283,TX,La Salle County,"7,631"
48285,TX,Lavaca County,"19,836"
48287,TX,Lee County,"16,898"
48289,TX,Leon County,"17,086"
48291,TX,Liberty County,"79,654"
48293,TX,Limestone County,"23,320"
48295,TX,Lipscomb County,"3,569"
48297,TX,Live Oak County,"12,229"
48299,TX,Llano County,"19,796"
48301,TX,Loving County,112
48303,TX,Lubbock County,"299,453"
48305,TX,Lynn County,"5,724"
48307,TX,McCulloch County,"8,341"
48309,TX,McLennan County,"245,671"
48311,TX,McMullen County,820
48313,TX,Madison County,"14,065"
48315,TX,Marion County,"10,160"
48317,TX,Martin County,"5,641"
48319,TX,Mason County,"4,032"
48321,TX,Matagorda County,"36,770"
48323,TX,Maverick County,"57,706"
48325,TX,Medina County,"48,417"
48327,TX,Menard County,"2,164"
48329,TX,Midland County,"161,077"
48331,TX,Milam County,"24,513"
48333,TX,Mills County,"4,900"
48335,TX,Mitchell County,"9,067"
48337,TX,Montague County,"19,262"
48339,TX,Montgomery County,"537,559"
48341,TX,Moore County,"22,255"
48343,TX,Morris County,"12,516"
48345,TX,Motley County,"1,148"
48347,TX,Nacogdoches County,"65,664"
48349,TX,Navarro County,"48,323"
48351,TX,Newton County,"13,986"
48353,TX,Nolan County,"15,107"
48355,TX,Nueces County,"359,715"
48357,TX,Ochiltree County,"10,747"
48359,TX,Oldham County,"2,069"
48361,TX,Orange County,"84,260"
48363,TX,Palo Pinto County,"27,895"
48365,TX,Panola County,"23,766"
48367,TX,Parker County,"126,042"
48369,TX,Parmer County,"9,749"
48371,TX,Pecos County,"16,203"
48373,TX,Polk County,"46,972"
48375,TX,Potter County,"121,802"
48377,TX,Presidio County,"6,876"
48379,TX,Rains County,"11,161"
48381,TX,Randall County,"130,269"
48383,TX,Reagan County,"3,792"
48385,TX,Real County,"3,307"
48387,TX,Red River County,"12,455"
48389,TX,Reeves County,"14,732"
48391,TX,Refugio County,"7,289"
48393,TX,Roberts County,916
48395,TX,Robertson County,"16,659"
48397,TX,Rockwall County,"90,861"
48399,TX,Runnels County,"10,551"
48401,TX,Rusk County,"53,070"
48403,TX,Sabine County,"10,368"
48405,TX,San Augustine County,"8,473"
48407,TX,San Jacinto County,"27,413"
48409,TX,San Patricio County,"67,357"
48411,TX,San Saba County,"5,901"
48413,TX,Schleicher County,"3,211"
48415,TX,Scurry County,"17,615"
48417,TX,Shackelford County,"3,350"
48419,TX,Shelby County,"25,402"
48421,TX,Sherman County,"3,072"
48423,TX,Smith County,"222,936"
48425,TX,Somervell County,"8,739"
48427,TX,Starr County,"63,795"
48429,TX,Stephens County,"9,440"
48431,TX,Sterling County,"1,352"
48433,TX,Stonewall County,"1,410"
48435,TX,Sutton County,"3,913"
48437,TX,Swisher County,"7,533"
48439,TX,Tarrant County,"1,982,498"
48441,TX,Taylor County,"136,051"
48443,TX,Terrell County,837
48445,TX,Terry County,"12,739"
48447,TX,Throckmorton County,"1,579"
48449,TX,Titus County,"32,623"
48451,TX,Tom Green County,"118,105"
48453,TX,Travis County,"1,176,558"
48455,TX,Trinity County,"14,402"
48457,TX,Tyler County,"21,347"
48459,TX,Upshur County,"40,603"
48461,TX,Upton County,"3,651"
48463,TX,Uvalde County,"27,245"
48465,TX,Val Verde County,"48,988"
48467,TX,Van Zandt County,"53,547"
48469,TX,Victoria County,"92,382"
48471,TX,Walker County,"70,699"
48473,TX,Waller County,"48,656"
48475,TX,Ward County,"11,721"
48477,TX,Washington County,"34,765"
48479,TX,Webb County,"269,721"
48481,TX,Wharton County,"41,486"
48483,TX,Wheeler County,"5,657"
48485,TX,Wichita County,"131,705"
48487,TX,Wilbarger County,"13,027"
48489,TX,Willacy County,"21,903"
48491,TX,Williamson County,"508,514"
48493,TX,Wilson County,"47,520"
48495,TX,Winkler County,"8,005"
48497,TX,Wise County,"62,953"
48499,TX,Wood County,"43,356"
48501,TX,Yoakum County,"8,546"
48503,TX,Young County,"18,270"
48505,TX,Zapata County,"14,374"
48507,TX,Zavala County,"12,235"
49001,UT,Beaver County,"6,354"
49003,UT,Box Elder County,"52,097"
49005,UT,Cache County,"120,783"
49007,UT,Carbon County,"20,479"
49009,UT,Daggett County,"1,109"
49011,UT,Davis County,"336,043"
49013,UT,Duchesne County,"20,862"
49015,UT,Emery County,"10,370"
49017,UT,Garfield County,"5,009"
49019,UT,Grand County,"9,516"
49021,UT,Iron County,"48,368"
49023,UT,Juab County,"10,594"
49025,UT,Kane County,"7,131"
49027,UT,Millard County,"12,645"
49029,UT,Morgan County,"11,065"
49031,UT,Piute County,"1,517"
49033,UT,Rich County,"2,311"
49035,UT,Salt Lake County,"1,107,314"
49037,UT,San Juan County,"15,772"
49039,UT,Sanpete County,"28,778"
49041,UT,Sevier County,"20,984"
49043,UT,Summit County,"39,633"
49045,UT,Tooele County,"62,952"
49047,UT,Uintah County,"37,928"
49049,UT,Utah County,"575,205"
49051,UT,Wasatch County,"29,161"
49053,UT,Washington County,"155,602"
49055,UT,Wayne County,"2,692"
49057,UT,Weber County,"243,645"
50001,VT,Addison County,"37,035"
50003,VT,Bennington County,"36,317"
50005,VT,Caledonia County,"30,780"
50007,VT,Chittenden County,"161,382"
50009,VT,Essex County,"6,163"
50011,VT,Franklin County,"48,799"
50013,VT,Grand Isle County,"6,861"
50015,VT,Lamoille County,"25,235"
50017,VT,Orange County,"28,899"
50019,VT,Orleans County,"27,100"
50021,VT,Rutland County,"59,736"
50023,VT,Washington County,"58,612"
50025,VT,Windham County,"43,386"
50027,VT,Windsor County,"55,737"
51001,VA,Accomack County,"32,973"
51003,VA,Albemarle County,"105,703"
51005,VA,Alleghany County,"15,677"
51007,VA,Amelia County,"12,903"
51009,VA,Amherst County,"31,914"
51011,VA,Appomattox County,"15,414"
51013,VA,Arlington County,"229,164"
51015,VA,Augusta County,"74,314"
51017,VA,Bath County,"4,470"
51019,VA,Bedford County,"77,724"
51021,VA,Bland County,"6,561"
51023,VA,Botetourt County,"33,347"
51025,VA,Brunswick County,"16,698"
51027,VA,Buchanan County,"22,776"
51029,VA,Buckingham County,"17,032"
51031,VA,Campbell County,"55,086"
51033,VA,Caroline County,"29,984"
51035,VA,Carroll County,"29,724"
51036,VA,Charles City County,"7,040"
51037,VA,Charlotte County,"12,201"
51041,VA,Chesterfield County,"335,687"
51043,VA,Clarke County,"14,363"
51045,VA,Craig County,"5,211"
51047,VA,Culpeper County,"49,432"
51049,VA,Cumberland County,"9,719"
51051,VA,Dickenson County,"15,115"
51053,VA,Dinwiddie County,"27,852"
51057,VA,Essex County,"11,130"
51059,VA,Fairfax County,"1,142,234"
51061,VA,Fauquier County,"68,782"
51063,VA,Floyd County,"15,651"
51065,VA,Fluvanna County,"26,235"
51067,VA,Franklin County,"56,264"
51069,VA,Frederick County,"83,199"
51071,VA,Giles County,"16,708"
51073,VA,Gloucester County,"37,143"
51075,VA,Goochland County,"22,253"
51077,VA,Grayson County,"16,012"
51079,VA,Greene County,"19,162"
51081,VA,Greensville County,"11,885"
51083,VA,Halifax County,"35,125"
51085,VA,Hanover County,"103,227"
51087,VA,Henrico County,"325,155"
51089,VA,Henry County,"51,881"
51091,VA,Highland County,"2,214"
51093,VA,Isle of Wight County,"36,314"
51095,VA,James City County,"73,147"
51097,VA,King and Queen County,"7,158"
51099,VA,King George County,"25,515"
51101,VA,King William County,"16,269"
51103,VA,Lancaster County,"10,965"
51105,VA,Lee County,"24,742"
51107,VA,Loudoun County,"375,629"
51109,VA,Louisa County,"34,602"
51111,VA,Lunenburg County,"12,299"
51113,VA,Madison County,"13,134"
51115,VA,Mathews County,"8,862"
51117,VA,Mecklenburg County,"31,081"
51119,VA,Middlesex County,"10,606"
51121,VA,Montgomery County,"97,653"
51125,VA,Nelson County,"14,785"
51127,VA,New Kent County,"20,392"
51131,VA,Northampton County,"12,155"
51133,VA,Northumberland County,"12,232"
51135,VA,Nottoway County,"15,673"
51137,VA,Orange County,"35,385"
51139,VA,Page County,"23,726"
51141,VA,Patrick County,"18,045"
51143,VA,Pittsylvania County,"62,194"
51145,VA,Powhatan County,"28,031"
51147,VA,Prince Edward County,"22,952"
51149,VA,Prince George County,"37,862"
51153,VA,Prince William County,"451,721"
51155,VA,Pulaski County,"34,332"
51157,VA,Rappahannock County,"7,378"
51159,VA,Richmond County,"8,908"
51161,VA,Roanoke County,"94,409"
51163,VA,Rockbridge County,"22,354"
51165,VA,Rockingham County,"78,593"
51167,VA,Russell County,"27,891"
51169,VA,Scott County,"22,126"
51171,VA,Shenandoah County,"43,190"
51173,VA,Smyth County,"31,470"
51175,VA,Southampton County,"18,109"
51177,VA,Spotsylvania County,"130,475"
51179,VA,Stafford County,"142,003"
51181,VA,Surry County,"6,709"
51183,VA,Sussex County,"11,715"
51185,VA,Tazewell County,"42,899"
51187,VA,Warren County,"39,083"
51191,VA,Washington County,"54,591"
51193,VA,Westmoreland County,"17,629"
51195,VA,Wise County,"39,718"
51197,VA,Wythe County,"29,119"
51199,VA,York County,"67,837"
51510,VA,Alexandria city,"153,511"
51520,VA,Bristol city,"17,141"
51530,VA,Buena Vista city,"6,618"
51540,VA,Charlottesville city,"46,597"
51550,VA,Chesapeake city,"235,429"
51570,VA,Colonial Heights city,"17,820"
51580,VA,Covington city,"5,658"
51590,VA,Danville city,"42,082"
51595,VA,Emporia city,"5,496"
51600,VA,Fairfax city,"24,013"
51610,VA,Falls Church city,"13,892"
51620,VA,Franklin city,"8,490"
51630,VA,Fredericksburg city,"28,118"
51640,VA,Galax city,"6,914"
51650,VA,Hampton city,"136,454"
51660,VA,Harrisonburg city,"52,538"
51670,VA,Hopewell city,"22,378"
51678,VA,Lexington city,"7,262"
51680,VA,Lynchburg city,"79,812"
51683,VA,Manassas city,"41,764"
51685,VA,Manassas Park city,"15,726"
51690,VA,Martinsville city,"13,645"
51700,VA,Newport News city,"182,385"
51710,VA,Norfolk city,"246,393"
51720,VA,Norton city,"3,939"
51730,VA,Petersburg city,"32,477"
51735,VA,Poquoson city,"12,059"
51740,VA,Portsmouth city,"96,201"
51750,VA,Radford city,"17,403"
51760,VA,Richmond city,"220,289"
51770,VA,Roanoke city,"99,897"
51775,VA,Salem city,"25,432"
51790,VA,Staunton city,"24,416"
51800,VA,Suffolk city,"88,161"
51810,VA,Virginia Beach city,"452,745"
51820,VA,Waynesboro city,"21,491"
51830,VA,Williamsburg city,"15,052"
51840,VA,Winchester city,"27,284"
53001,WA,Adams County,"19,254"
53003,WA,Asotin County,"22,105"
53005,WA,Benton County,"190,309"
53007,WA,Chelan County,"75,644"
53009,WA,Clallam County,"73,486"
53011,WA,Clark County,"459,495"
53013,WA,Columbia County,"3,944"
53015,WA,Cowlitz County,"103,468"
53017,WA,Douglas County,"40,534"
53019,WA,Ferry County,"7,582"
53021,WA,Franklin County,"88,807"
53023,WA,Garfield County,"2,219"
53025,WA,Grant County,"93,259"
53027,WA,Grays Harbor County,"71,122"
53029,WA,Island County,"80,593"
53031,WA,Jefferson County,"30,466"
53033,WA,King County,"2,117,125"
53035,WA,Kitsap County,"260,131"
53037,WA,Kittitas County,"43,269"
53039,WA,Klickitat County,"21,026"
53041,WA,Lewis County,"75,882"
53043,WA,Lincoln County,"10,321"
53045,WA,Mason County,"61,023"
53047,WA,Okanogan County,"41,516"
53049,WA,Pacific County,"20,848"
53051,WA,Pend Oreille County,"13,088"
53053,WA,Pierce County,"843,954"
53055,WA,San Juan County,"16,252"
53057,WA,Skagit County,"121,846"
53059,WA,Skamania County,"11,339"
53061,WA,Snohomish County,"772,501"
53063,WA,Spokane County,"490,945"
53065,WA,Stevens County,"43,791"
53067,WA,Thurston County,"269,536"
53069,WA,Wahkiakum County,"4,042"
53071,WA,Walla Walla County,"60,338"
53073,WA,Whatcom County,"212,284"
53075,WA,Whitman County,"48,177"
53077,WA,Yakima County,"248,830"
54001,WV,Barbour County,"16,704"
54003,WV,Berkeley County,"111,901"
54005,WV,Boone County,"23,372"
54007,WV,Braxton County,"14,415"
54009,WV,Brooke County,"23,350"
54011,WV,Cabell County,"96,844"
54013,WV,Calhoun County,"7,470"
54015,WV,Clay County,"8,910"
54017,WV,Doddridge County,"8,176"
54019,WV,Fayette County,"44,997"
54021,WV,Gilmer County,"8,518"
54023,WV,Grant County,"11,766"
54025,WV,Greenbrier County,"35,516"
54027,WV,Hampshire County,"23,353"
54029,WV,Hancock County,"29,815"
54031,WV,Hardy County,"13,852"
54033,WV,Harrison County,"68,714"
54035,WV,Jackson County,"29,237"
54037,WV,Jefferson County,"56,482"
54039,WV,Kanawha County,"188,332"
54041,WV,Lewis County,"16,448"
54043,WV,Lincoln County,"21,415"
54045,WV,Logan County,"34,707"
54047,WV,McDowell County,"19,835"
54049,WV,Marion County,"56,925"
54051,WV,Marshall County,"31,978"
54053,WV,Mason County,"27,037"
54055,WV,Mercer County,"61,164"
54057,WV,Mineral County,"27,451"
54059,WV,Mingo County,"25,292"
54061,WV,Monongalia County,"104,236"
54063,WV,Monroe County,"13,506"
54065,WV,Morgan County,"17,524"
54067,WV,Nicholas County,"25,594"
54069,WV,Ohio County,"43,066"
54071,WV,Pendleton County,"7,229"
54073,WV,Pleasants County,"7,674"
54075,WV,Pocahontas County,"8,607"
54077,WV,Preston County,"33,940"
54079,WV,Putnam County,"56,848"
54081,WV,Raleigh County,"77,510"
54083,WV,Randolph County,"29,126"
54085,WV,Ritchie County,"9,982"
54087,WV,Roane County,"14,435"
54089,WV,Summers County,"13,239"
54091,WV,Taylor County,"16,912"
54093,WV,Tucker County,"6,966"
54095,WV,Tyler County,"8,975"
54097,WV,Upshur County,"24,758"
54099,WV,Wayne County,"40,971"
54101,WV,Webster County,"8,755"
54103,WV,Wetzel County,"15,816"
54105,WV,Wirt County,"5,880"
54107,WV,Wood County,"86,452"
54109,WV,Wyoming County,"22,151"
55001,WI,Adams County,"20,148"
55003,WI,Ashland County,"15,843"
55005,WI,Barron County,"45,563"
55007,WI,Bayfield County,"14,977"
55009,WI,Brown County,"258,718"
55011,WI,Buffalo County,"13,192"
55013,WI,Burnett County,"15,159"
55015,WI,Calumet County,"49,762"
55017,WI,Chippewa County,"63,531"
55019,WI,Clark County,"34,445"
55021,WI,Columbia County,"56,743"
55023,WI,Crawford County,"16,391"
55025,WI,Dane County,"523,643"
55027,WI,Dodge County,"88,502"
55029,WI,Door County,"27,554"
55031,WI,Douglas County,"43,601"
55033,WI,Dunn County,"44,497"
55035,WI,Eau Claire County,"102,105"
55037,WI,Florence County,"4,464"
55039,WI,Fond du Lac County,"101,973"
55041,WI,Forest County,"9,057"
55043,WI,Grant County,"52,250"
55045,WI,Green County,"37,186"
55047,WI,Green Lake County,"18,856"
55049,WI,Iowa County,"23,813"
55051,WI,Iron County,"5,794"
55053,WI,Jackson County,"20,554"
